DOI,Abstract,Label,Cleaned_Abstract
10.1109/icrieece44171.2018.9009178,"Predicting the stock market has been an area of interest not only for traders but also for the computer engineers. Predictions can be performed by mainly two means, one by using previous data available against the stock and the other by analysing the social media information. Predictions based on previous data lack accuracy due to changing patterns in the stock market al.so, some fields might have been missed due to their insignificance in some stocks or unavailability of data. For example, some models may require `return rate' as a parameter for stock prediction, but the available data might not have it. On the other hand, a model predicting only on the basis of the return rate may find opening and closing price to be insignificant parameters. The data has to be cleansed before it can be used for predictions. This paper focuses on categorising various methods used for predictive analytics in different domains to date, their shortcomings. Further, the authors of this paper have suggested some improvements that could be incorporated to achieve better accuracy in these approaches.",0,predicting the stock market has been an area of interest not only for traders but also for the computer engineers predictions can be performed by mainly two means one by using previous data available against the stock and the other by analysing the social media information predictions based on previous data lack accuracy due to changing patterns in the stock market also some fields might have been missed due to their insignificance in some stocks or unavailability of data for example some models may require return rate as a parameter for stock prediction but the available data might not have it on the other hand a model predicting only on the basis of the return rate may find opening and closing price to be insignificant parameters the data has to be cleansed before it can be used for predictions this paper focuses on categorising various methods used for predictive analytics in different domains to date their shortcomings further the authors of this paper have suggested some improvements that could be incorporated to achieve better accuracy in these approaches
10.1109/fuzzy.2006.1681711,"In this paper, we use Takagi-Sugeno (TS) technique to develop fuzzy models for two nonlinear processes. They are the software effort estimation for a NASA software projects and the prediction of the next week S&P 500 for stock market. The development of the TS fuzzy model can be achieved in two steps 1) the determination of the membership functions in the rule antecedents using the model input data; 2) the estimation of the consequence parameters. We use least-square estimation to estimate those parameters. Detailed descriptions of the two applications are given. The results are promising.",0,in this paper we use takagisugeno ts technique to develop fuzzy models for two nonlinear processes they are the software effort estimation for a nasa software projects and the prediction of the next week sp for stock market the development of the ts fuzzy model can be achieved in two steps the determination of the membership functions in the rule antecedents using the model input data the estimation of the consequence parameters we use leastsquare estimation to estimate those parameters detailed descriptions of the two applications are given the results are promising
10.1108/k-06-2021-0457,"Purpose Stock market forecasters are focusing to create a positive approach for predicting the stock price. The fundamental principle of an effective stock market prediction is not only to produce the maximum outcomes but also to reduce the unreliable stock price estimate. In the stock market, sentiment analysis enables people for making educated decisions regarding the investment in a business. Moreover, the stock analysis identifies the business of an organization or a company. In fact, the prediction of stock prices is more complex due to high volatile nature that varies a large range of investor sentiment, economic and political factors, changes in leadership and other factors. This prediction often becomes ineffective, while considering only the historical data or textural information. Attempts are made to make the prediction more precise with the news sentiment along with the stock price information. Design/methodology/approach This paper introduces a prediction framework via sentiment analysis. Thereby, the stock data and news sentiment data are also considered. From the stock data, technical indicator-based features like moving average convergence divergence (MACD), relative strength index (RSI) and moving average (MA) are extracted. At the same time, the news data are processed to determine the sentiments by certain processes like (1) pre-processing, where keyword extraction and sentiment categorization process takes place; (2) keyword extraction, where WordNet and sentiment categorization process is done; (3) feature extraction, where Proposed holoentropy based features is extracted. (4) Classification, deep neural network is used that returns the sentiment output. To make the system more accurate on predicting the sentiment, the training of NN is carried out by self-improved whale optimization algorithm (SIWOA). Finally, optimized deep belief network (DBN) is used to predict the stock that considers the features of stock data and sentiment results from news data. Here, the weights of DBN are tuned by the new SIWOA. Findings The performance of the adopted scheme is computed over the existing models in terms of certain measures. The stock dataset includes two companies such as Reliance Communications and Relaxo Footwear. In addition, each company consists of three datasets (a) in daily option, set start day 1-1-2019 and end day 1-12-2020, (b) in monthly option, set start Jan 2000 and end Dec 2020 and (c) in yearly option, set year 2000. Moreover, the adopted NN + DBN + SIWOA model was computed over the traditional classifiers like LSTM, NN + RF, NN + MLP and NN + SVM; also, it was compared over the existing optimization algorithms like NN + DBN + MFO, NN + DBN + CSA, NN + DBN + WOA and NN + DBN + PSO, correspondingly. Further, the performance was calculated based on the learning percentage that ranges from 60, 70, 80 and 90 in terms of certain measures like MAE, MSE and RMSE for six datasets. On observing the graph, the MAE of the adopted NN + DBN + SIWOA model was 91.67, 80, 91.11 and 93.33% superior to the existing classifiers like LSTM, NN + RF, NN + MLP and NN + SVM, respectively for dataset 1. The proposed NN + DBN + SIWOA method holds minimum MAE value of (∼0.21) at learning percentage 80 for dataset 1; whereas, the traditional models holds the value for NN + DBN + CSA (∼1.20), NN + DBN + MFO (∼1.21), NN + DBN + PSO (∼0.23) and NN + DBN + WOA (∼0.25), respectively. From the table, it was clear that the RMSRE of the proposed NN + DBN + SIWOA model was 3.14, 1.08, 1.38 and 15.28% better than the existing classifiers like LSTM, NN + RF, NN + MLP and NN + SVM, respectively, for dataset 6. In addition, he MSE of the adopted NN + DBN + SIWOA method attain lower values (∼54944.41) for dataset 2 than other existing schemes like NN + DBN + CSA(∼9.43), NN + DBN + MFO (∼56728.68), NN + DBN + PSO (∼2.95) and NN + DBN + WOA (∼56767.88), respectively. Originality/value This paper has introduced a prediction framework via sentiment analysis. Thereby, along with the stock data and news sentiment data were also considered. From the stock data, technical indicator based features like MACD, RSI and MA are extracted. Therefore, the proposed work was said to be much appropriate for stock market prediction.",0,purpose stock market forecasters are focusing to create a positive approach for predicting the stock price the fundamental principle of an effective stock market prediction is not only to produce the maximum outcomes but also to reduce the unreliable stock price estimate in the stock market sentiment analysis enables people for making educated decisions regarding the investment in a business moreover the stock analysis identifies the business of an organization or a company in fact the prediction of stock prices is more complex due to high volatile nature that varies a large range of investor sentiment economic and political factors changes in leadership and other factors this prediction often becomes ineffective while considering only the historical data or textural information attempts are made to make the prediction more precise with the news sentiment along with the stock price information designmethodologyapproach this paper introduces a prediction framework via sentiment analysis thereby the stock data and news sentiment data are also considered from the stock data technical indicatorbased features like moving average convergence divergence macd relative strength index rsi and moving average ma are extracted at the same time the news data are processed to determine the sentiments by certain processes like preprocessing where keyword extraction and sentiment categorization process takes place keyword extraction where wordnet and sentiment categorization process is done feature extraction where proposed holoentropy based features is extracted classification deep neural network is used that returns the sentiment output to make the system more accurate on predicting the sentiment the training of nn is carried out by selfimproved whale optimization algorithm siwoa finally optimized deep belief network dbn is used to predict the stock that considers the features of stock data and sentiment results from news data here the weights of dbn are tuned by the new siwoa findings the performance of the adopted scheme is computed over the existing models in terms of certain measures the stock dataset includes two companies such as reliance communications and relaxo footwear in addition each company consists of three datasets a in daily option set start day and end day b in monthly option set start jan and end dec and c in yearly option set year moreover the adopted nn dbn siwoa model was computed over the traditional classifiers like lstm nn rf nn mlp and nn svm also it was compared over the existing optimization algorithms like nn dbn mfo nn dbn csa nn dbn woa and nn dbn pso correspondingly further the performance was calculated based on the learning percentage that ranges from and in terms of certain measures like mae mse and rmse for six datasets on observing the graph the mae of the adopted nn dbn siwoa model was and superior to the existing classifiers like lstm nn rf nn mlp and nn svm respectively for dataset the proposed nn dbn siwoa method holds minimum mae value of ∼ at learning percentage for dataset whereas the traditional models holds the value for nn dbn csa ∼ nn dbn mfo ∼ nn dbn pso ∼ and nn dbn woa ∼ respectively from the table it was clear that the rmsre of the proposed nn dbn siwoa model was and better than the existing classifiers like lstm nn rf nn mlp and nn svm respectively for dataset in addition he mse of the adopted nn dbn siwoa method attain lower values ∼ for dataset than other existing schemes like nn dbn csa∼ nn dbn mfo ∼ nn dbn pso ∼ and nn dbn woa ∼ respectively originalityvalue this paper has introduced a prediction framework via sentiment analysis thereby along with the stock data and news sentiment data were also considered from the stock data technical indicator based features like macd rsi and ma are extracted therefore the proposed work was said to be much appropriate for stock market prediction
10.7717/peerj-cs.490,"Stock market prediction is a challenging task as it requires deep insights for extraction of news events, analysis of historic data, and impact of news events on stock price trends. The challenge is further exacerbated due to the high volatility of stock price trends. However, a detailed overview that discusses the overall context of stock prediction is elusive in literature. To address this research gap, this paper presents a detailed survey. All key terms and phases of generic stock prediction methodology along with challenges, are described. A detailed literature review that covers data preprocessing techniques, feature extraction techniques, prediction techniques, and future directions is presented for news sensitive stock prediction. This work investigates the significance of using structured text features rather than unstructured and shallow text features. It also discusses the use of opinion extraction techniques. In addition, it emphasizes the use of domain knowledge with both approaches of textual feature extraction. Furthermore, it highlights the significance of deep neural network based prediction techniques to capture the hidden relationship between textual and numerical data. This survey is significant and novel as it elaborates a comprehensive framework for stock market prediction and highlights the strengths and weaknesses of existing approaches. It presents a wide range of open issues and research directions that are beneficial for the research community.",0,stock market prediction is a challenging task as it requires deep insights for extraction of news events analysis of historic data and impact of news events on stock price trends the challenge is further exacerbated due to the high volatility of stock price trends however a detailed overview that discusses the overall context of stock prediction is elusive in literature to address this research gap this paper presents a detailed survey all key terms and phases of generic stock prediction methodology along with challenges are described a detailed literature review that covers data preprocessing techniques feature extraction techniques prediction techniques and future directions is presented for news sensitive stock prediction this work investigates the significance of using structured text features rather than unstructured and shallow text features it also discusses the use of opinion extraction techniques in addition it emphasizes the use of domain knowledge with both approaches of textual feature extraction furthermore it highlights the significance of deep neural network based prediction techniques to capture the hidden relationship between textual and numerical data this survey is significant and novel as it elaborates a comprehensive framework for stock market prediction and highlights the strengths and weaknesses of existing approaches it presents a wide range of open issues and research directions that are beneficial for the research community
10.1109/icdm.2014.116,"We revisit the problem of predicting directional movements of stock prices based on news articles: here our algorithm uses daily articles from The Wall Street Journal to predict the closing stock prices on the same day. We propose a unified latent space model to characterize the ""co-movements"" between stock prices and news articles. Unlike many existing approaches, our new model is able to simultaneously leverage the correlations: (a) among stock prices, (b) among news articles, and (c) between stock prices and news articles. Thus, our model is able to make daily predictions on more than 500 stocks (most of which are not even mentioned in any news article) while having low complexity. We carry out extensive back testing on trading strategies based on our algorithm. The result shows that our model has substantially better accuracy rate (55.7%) compared to many widely used algorithms. The return (56%) and Sharpe ratio due to a trading strategy based on our model are also much higher than baseline indices.",0,we revisit the problem of predicting directional movements of stock prices based on news articles here our algorithm uses daily articles from the wall street journal to predict the closing stock prices on the same day we propose a unified latent space model to characterize the comovements between stock prices and news articles unlike many existing approaches our new model is able to simultaneously leverage the correlations a among stock prices b among news articles and c between stock prices and news articles thus our model is able to make daily predictions on more than stocks most of which are not even mentioned in any news article while having low complexity we carry out extensive back testing on trading strategies based on our algorithm the result shows that our model has substantially better accuracy rate compared to many widely used algorithms the return and sharpe ratio due to a trading strategy based on our model are also much higher than baseline indices
10.1109/artcom.2010.76,"Stock market prediction is an important area of financial forecasting, which is of great interest to stock investors, stock traders and applied researchers. Main issues in developing a fully automated stock market prediction system are: feature extraction from the stock market data, feature selection for highest prediction accuracy, the dimensionality reduction of the selected feature set and the accuracy and robustness of the prediction system. In this paper, an automated decision tree-adaptive neuro-fuzzy hybrid automated stock market prediction system is proposed. The proposed system uses technical analysis (traditionally used by stock traders) for feature extraction and decision tree for feature selection. Dimensionality reduction is carried out using fifteen different dimensionality reduction techniques. The dimensionality reduction technique producing the best prediction accuracy is selected to produce the reduced dataset. The reduced dataset is then applied to the adaptive neuro-fuzzy system for the next-day stock market prediction. The neuro-fuzzy system forms the stock market model adaptively, based on the features present in the reduced dataset. The proposed system is tested on the Bombay Stock Exchange sensitive index (BSE-SENSEX). The results show that the proposed hybrid system produces much higher accuracy when compared to stand-alone decision tree based system and ANFIS based system without feature selection and dimensionality reduction.",0,stock market prediction is an important area of financial forecasting which is of great interest to stock investors stock traders and applied researchers main issues in developing a fully automated stock market prediction system are feature extraction from the stock market data feature selection for highest prediction accuracy the dimensionality reduction of the selected feature set and the accuracy and robustness of the prediction system in this paper an automated decision treeadaptive neurofuzzy hybrid automated stock market prediction system is proposed the proposed system uses technical analysis traditionally used by stock traders for feature extraction and decision tree for feature selection dimensionality reduction is carried out using fifteen different dimensionality reduction techniques the dimensionality reduction technique producing the best prediction accuracy is selected to produce the reduced dataset the reduced dataset is then applied to the adaptive neurofuzzy system for the nextday stock market prediction the neurofuzzy system forms the stock market model adaptively based on the features present in the reduced dataset the proposed system is tested on the bombay stock exchange sensitive index bsesensex the results show that the proposed hybrid system produces much higher accuracy when compared to standalone decision tree based system and anfis based system without feature selection and dimensionality reduction
10.3390/electronics11040611,"Predicting stock market prices is an important and interesting task in academic and financial research. The volatile nature of the stock market means that predicting stock market prices is a challenging task. However, recent advancements in machine learning, especially in deep learning techniques, have made it possible for researchers to use such techniques to predict future stock trends based on historical financial data, social media news, financial news, and stock technical indicators (STIs). This work focused on the prediction of closing stock prices based on using ten years of Yahoo Finance data of ten renowned stocks and STIs by using 1D DenseNet and an autoencoder. The calculated STIs were first used as the input for the autoencoder for dimensionality reduction, resulting in less correlation between the STIs. These STIs, along with the Yahoo finance data, were then fed into the 1D DenseNet. The resultant features obtained from the 1D DenseNet were then used as input for the softmax layer residing inside the 1D DenseNet framework for the prediction of closing stock prices for short-, medium-, and long-term perspectives. Based on the predicted trends of the stock prices, our model presented the user with one of three suggested signals, i.e., buy, sell, or hold. The experimental results showed that the proposed approach outperformed the state-of-the-art techniques by obtaining a minimum MAPE value of 0.41.",0,predicting stock market prices is an important and interesting task in academic and financial research the volatile nature of the stock market means that predicting stock market prices is a challenging task however recent advancements in machine learning especially in deep learning techniques have made it possible for researchers to use such techniques to predict future stock trends based on historical financial data social media news financial news and stock technical indicators stis this work focused on the prediction of closing stock prices based on using ten years of yahoo finance data of ten renowned stocks and stis by using d densenet and an autoencoder the calculated stis were first used as the input for the autoencoder for dimensionality reduction resulting in less correlation between the stis these stis along with the yahoo finance data were then fed into the d densenet the resultant features obtained from the d densenet were then used as input for the softmax layer residing inside the d densenet framework for the prediction of closing stock prices for short medium and longterm perspectives based on the predicted trends of the stock prices our model presented the user with one of three suggested signals ie buy sell or hold the experimental results showed that the proposed approach outperformed the stateoftheart techniques by obtaining a minimum mape value of
10.1186/s40854-021-00269-7,"Abstract The explosion of online information with the recent advent of digital technology in information processing, information storing, information sharing, natural language processing, and text mining techniques has enabled stock investors to uncover market movement and volatility from heterogeneous content. For example, a typical stock market investor reads the news, explores market sentiment, and analyzes technical details in order to make a sound decision prior to purchasing or selling a particular company’s stock. However, capturing a dynamic stock market trend is challenging owing to high fluctuation and the non-stationary nature of the stock market. Although existing studies have attempted to enhance stock prediction, few have provided a complete decision-support system for investors to retrieve real-time data from multiple sources and extract insightful information for sound decision-making. To address the above challenge, we propose a unified solution for data collection, analysis, and visualization in real-time stock market prediction to retrieve and process relevant financial data from news articles, social media, and company technical information. We aim to provide not only useful information for stock investors but also meaningful visualization that enables investors to effectively interpret storyline events affecting stock prices. Specifically, we utilize an ensemble stacking of diversified machine-learning-based estimators and innovative contextual feature engineering to predict the next day’s stock prices. Experiment results show that our proposed stock forecasting method outperforms a traditional baseline with an average mean absolute percentage error of 0.93. Our findings confirm that leveraging an ensemble scheme of machine learning methods with contextual information improves stock prediction performance. Finally, our study could be further extended to a wide variety of innovative financial applications that seek to incorporate external insight from contextual information such as large-scale online news articles and social media data.",0,abstract the explosion of online information with the recent advent of digital technology in information processing information storing information sharing natural language processing and text mining techniques has enabled stock investors to uncover market movement and volatility from heterogeneous content for example a typical stock market investor reads the news explores market sentiment and analyzes technical details in order to make a sound decision prior to purchasing or selling a particular company’s stock however capturing a dynamic stock market trend is challenging owing to high fluctuation and the nonstationary nature of the stock market although existing studies have attempted to enhance stock prediction few have provided a complete decisionsupport system for investors to retrieve realtime data from multiple sources and extract insightful information for sound decisionmaking to address the above challenge we propose a unified solution for data collection analysis and visualization in realtime stock market prediction to retrieve and process relevant financial data from news articles social media and company technical information we aim to provide not only useful information for stock investors but also meaningful visualization that enables investors to effectively interpret storyline events affecting stock prices specifically we utilize an ensemble stacking of diversified machinelearningbased estimators and innovative contextual feature engineering to predict the next day’s stock prices experiment results show that our proposed stock forecasting method outperforms a traditional baseline with an average mean absolute percentage error of our findings confirm that leveraging an ensemble scheme of machine learning methods with contextual information improves stock prediction performance finally our study could be further extended to a wide variety of innovative financial applications that seek to incorporate external insight from contextual information such as largescale online news articles and social media data
10.1016/j.mlwa.2025.100631,"The use of technical indicators for forecasting the stock market is widespread among investors and researchers. It is crucial to determine the optimal number of input technical indicators to predict the stock market successfully. However, there is no consensus on which collection of technical indicators is most suitable. The selection of technical indicators for a given forecasting model continues to be an active area of research. To our knowledge, there is limited published work on the importance of technical indicators in various categories such as momentum, trend, volatility, and volume. To identify the key technical indicators for stock market prediction, we employed XGBoost, Random Forest, Support Vector Regression, and LSTM regression techniques using 88 technical indicators as input data. We also used the PCA method for dimension reduction. The results reveal the most significant technical indicators within the momentum, trend, volatility, and volume categories. Our findings provide evidence that the proposed model is highly effective in predicting daily prices (with and without lag in Close price) on the S&P 500 stock index.",0,the use of technical indicators for forecasting the stock market is widespread among investors and researchers it is crucial to determine the optimal number of input technical indicators to predict the stock market successfully however there is no consensus on which collection of technical indicators is most suitable the selection of technical indicators for a given forecasting model continues to be an active area of research to our knowledge there is limited published work on the importance of technical indicators in various categories such as momentum trend volatility and volume to identify the key technical indicators for stock market prediction we employed xgboost random forest support vector regression and lstm regression techniques using technical indicators as input data we also used the pca method for dimension reduction the results reveal the most significant technical indicators within the momentum trend volatility and volume categories our findings provide evidence that the proposed model is highly effective in predicting daily prices with and without lag in close price on the sp stock index
10.3390/asec2023-15965,"This research paper provides a comprehensive review of the emerging trends in AI-based stock market prediction. The paper highlights the key concepts, approaches, and techniques employed in AI-based stock market prediction and discusses their strengths and limitations. Key topics covered include deep learning, natural language processing, sentiment analysis, and reinforcement learning. This paper also presents case studies and evaluates the performance of different AI-based models in predicting stock market trends. Overall, this research paper provides valuable insights into the latest advancements in AI-based stock market prediction and their potential implications for investors, financial analysts, and policy makers.",0,this research paper provides a comprehensive review of the emerging trends in aibased stock market prediction the paper highlights the key concepts approaches and techniques employed in aibased stock market prediction and discusses their strengths and limitations key topics covered include deep learning natural language processing sentiment analysis and reinforcement learning this paper also presents case studies and evaluates the performance of different aibased models in predicting stock market trends overall this research paper provides valuable insights into the latest advancements in aibased stock market prediction and their potential implications for investors financial analysts and policy makers
10.1016/j.jefas.2016.07.002,"In this study the ability of artificial neural network (ANN) in forecasting the daily NASDAQ stock exchange rate was investigated. Several feed forward ANNs that were trained by the back propagation algorithm have been assessed. The methodology used in this study considered the short-term historical stock prices as well as the day of week as inputs. Daily stock exchange rates of NASDAQ from January 28, 2015 to 18 June, 2015 are used to develop a robust model. First 70 days (January 28 to March 7) are selected as training dataset and the last 29 days are used for testing the model prediction ability. Networks for NASDAQ index prediction for two type of input dataset (four prior days and nine prior days) were developed and validated. En este estudio se investigó la capacidad de previsión del índice bursátil diario NASDAQ, por parte de la red neuronal artificial (RNA). Se evaluaron diversas RNA proalimentadas, que fueron entrenadas mediante un algoritmo de retropropagación. La metodología utilizada en este estudio consideró como inputs los precios bursátiles históricos a corto plazo, así como el día de la semana. Se utilizaron los índices bursátiles diarios de NASDAQ del 28 de enero al 18 de junio de 2015, para desarrollar un modelo robusto. Se seleccionaron los primeros 70 días (del 28 de enero al 7 de marzo) como conjuntos de datos de entrenamiento, y los últimos 29 días para probar la capacidad del modelo de predicción. Se desarrollaron y validaron redes para la predicción del índice NASDAQ, para dos tipos de conjuntos de datos de input (los cuatro y los nueve días previos).",0,in this study the ability of artificial neural network ann in forecasting the daily nasdaq stock exchange rate was investigated several feed forward anns that were trained by the back propagation algorithm have been assessed the methodology used in this study considered the shortterm historical stock prices as well as the day of week as inputs daily stock exchange rates of nasdaq from january to june are used to develop a robust model first days january to march are selected as training dataset and the last days are used for testing the model prediction ability networks for nasdaq index prediction for two type of input dataset four prior days and nine prior days were developed and validated en este estudio se investigó la capacidad de previsión del índice bursátil diario nasdaq por parte de la red neuronal artificial rna se evaluaron diversas rna proalimentadas que fueron entrenadas mediante un algoritmo de retropropagación la metodología utilizada en este estudio consideró como inputs los precios bursátiles históricos a corto plazo así como el día de la semana se utilizaron los índices bursátiles diarios de nasdaq del de enero al de junio de para desarrollar un modelo robusto se seleccionaron los primeros días del de enero al de marzo como conjuntos de datos de entrenamiento y los últimos días para probar la capacidad del modelo de predicción se desarrollaron y validaron redes para la predicción del índice nasdaq para dos tipos de conjuntos de datos de input los cuatro y los nueve días previos
10.1109/icssit.2018.8748680,"The stock market is a crucial component of any economy in the world. It is a way for companies to gain capital for its day to day functions. It enables stock brokers to trade securities, bonds and equities in a market. Once a share is listed on the stock market, it can be bought and sold by traders, investors or the general public. Recently, a lot of work has been done to predict the movement of the market. Forecasting the movement of the stock market is gaining momentum among various researchers, investing communities and enthusiasts as it provides better guidance with respect to investing. Predictability is one of the major factors which, the profitability of trading in stock and investing is dependent on. The profits earned by investment and trading in the stock market depend on the predictability of the stock, to a large extent. If any system is developed which can consistently predict the trends of the dynamic stock market, would make the owner of the system wealthy. Moreover, the predicted trends of the market will help the regulators to make corrective measures to stabilize the market. Many expert practitioners and researchers have put forward several models using various technical, fundamental and analytical techniques to give a prediction on the stock market pattern.",0,the stock market is a crucial component of any economy in the world it is a way for companies to gain capital for its day to day functions it enables stock brokers to trade securities bonds and equities in a market once a share is listed on the stock market it can be bought and sold by traders investors or the general public recently a lot of work has been done to predict the movement of the market forecasting the movement of the stock market is gaining momentum among various researchers investing communities and enthusiasts as it provides better guidance with respect to investing predictability is one of the major factors which the profitability of trading in stock and investing is dependent on the profits earned by investment and trading in the stock market depend on the predictability of the stock to a large extent if any system is developed which can consistently predict the trends of the dynamic stock market would make the owner of the system wealthy moreover the predicted trends of the market will help the regulators to make corrective measures to stabilize the market many expert practitioners and researchers have put forward several models using various technical fundamental and analytical techniques to give a prediction on the stock market pattern
10.1371/journal.pone.0286362,"Stock market forecasting is one of the most challenging problems in today's financial markets. According to the efficient market hypothesis, it is almost impossible to predict the stock market with 100% accuracy. However, Machine Learning (ML) methods can improve stock market predictions to some extent. In this paper, a novel strategy is proposed to improve the prediction efficiency of ML models for financial markets. Nine ML models are used to predict the direction of the stock market. First, these models are trained and validated using the traditional methodology on a historic data captured over a 1-day time frame. Then, the models are trained using the proposed methodology. Following the traditional methodology, Logistic Regression achieved the highest accuracy of 85.51% followed by XG Boost and Random Forest. With the proposed strategy, the Random Forest model achieved the highest accuracy of 91.27% followed by XG Boost, ADA Boost and ANN. In the later part of the paper, it is shown that only classification report is not sufficient to validate the performance of ML model for stock market prediction. A simulation model of the financial market is used in order to evaluate the risk, maximum draw down and returns associate with each ML model. The overall results demonstrated that the proposed strategy not only improves the stock market returns but also reduces the risks associated with each ML model.",0,stock market forecasting is one of the most challenging problems in todays financial markets according to the efficient market hypothesis it is almost impossible to predict the stock market with accuracy however machine learning ml methods can improve stock market predictions to some extent in this paper a novel strategy is proposed to improve the prediction efficiency of ml models for financial markets nine ml models are used to predict the direction of the stock market first these models are trained and validated using the traditional methodology on a historic data captured over a day time frame then the models are trained using the proposed methodology following the traditional methodology logistic regression achieved the highest accuracy of followed by xg boost and random forest with the proposed strategy the random forest model achieved the highest accuracy of followed by xg boost ada boost and ann in the later part of the paper it is shown that only classification report is not sufficient to validate the performance of ml model for stock market prediction a simulation model of the financial market is used in order to evaluate the risk maximum draw down and returns associate with each ml model the overall results demonstrated that the proposed strategy not only improves the stock market returns but also reduces the risks associated with each ml model
10.22214/ijraset.2021.35822,": In recent time’s stock market predictions is gaining more attention, maybe due to the fact that if the trend of the market is successfully predicted, the investors may be better guided. A stock exchange is a system where you can buy and sell stocks. By stock we mean the share in the ownership of the company. Companies buy stocks to get the money they need to grow. Whereas people buy the stocks, also called as securities as investment or ways of possibly earning money. A stock Market Prediction model will help people to predict particular company’s stock price before they want to invest. This system will help people to invest wisely.",0,in recent time’s stock market predictions is gaining more attention maybe due to the fact that if the trend of the market is successfully predicted the investors may be better guided a stock exchange is a system where you can buy and sell stocks by stock we mean the share in the ownership of the company companies buy stocks to get the money they need to grow whereas people buy the stocks also called as securities as investment or ways of possibly earning money a stock market prediction model will help people to predict particular company’s stock price before they want to invest this system will help people to invest wisely
10.1109/epia.2005.341268,"The use of intelligent systems for stock market predictions has been widely established. In this paper, we introduce a genetic programming technique (called multi-expression programming) for the prediction of two stock indices. The performance is then compared with an artificial neural network trained using Levenberg-Marquardt algorithm, support vector machine, Takagi-Sugeno Neuro-Fuzzy model and difference boosting neural network. We considered Nasdaq-100 index of Nasdaq Stock MarketSM and the S&P CNX NIFTY stock index as test data",0,the use of intelligent systems for stock market predictions has been widely established in this paper we introduce a genetic programming technique called multiexpression programming for the prediction of two stock indices the performance is then compared with an artificial neural network trained using levenbergmarquardt algorithm support vector machine takagisugeno neurofuzzy model and difference boosting neural network we considered nasdaq index of nasdaq stock marketsm and the sp cnx nifty stock index as test data
10.21090/ijaerd.rtde14,The use of Neural networks has found  a variegated field of applications in the  present world. This has led to the development  of  various  models  for  financial   markets and  investment. This paper represents the  idea  how  to predict   share   market  price    using   Artificial   Neural Network  with a given input parameters of share market. Artificial  Neural   Network   can   remember data  of  any number of years and  it can  predict the feature based on the  past data. This paper makes use feed  forward architecture  for  prediction.  The  network   was  trained using ten  year  data. It shows a  good  performance for market prediction. The network  selected though was not able to predict exact value but it succeeded in predicting the trends of stock market.,0,the use of neural networks has found a variegated field of applications in the present world this has led to the development of various models for financial markets and investment this paper represents the idea how to predict share market price using artificial neural network with a given input parameters of share market artificial neural network can remember data of any number of years and it can predict the feature based on the past data this paper makes use feed forward architecture for prediction the network was trained using ten year data it shows a good performance for market prediction the network selected though was not able to predict exact value but it succeeded in predicting the trends of stock market
10.1109/ijcnn.2005.1556303,"Recently, artificial neural networks (ANNs) have been utilized for financial market applications. On the other hand, we have so far shown that multi-branch neural networks (MBNNs) could have higher representation and generalization ability than conventional NNs. In this paper, we investigate the accuracy of prediction of TOPIX (Tokyo stock exchange prices indexes) using MBNNs. Using the TOPIX related values in time series and other information, MBNNs can learn the characteristics of time series and predict the TOPIX values of the next day. Several simulations were carried out in order to compare the proposed predictor using MBNNs with that using conventional NNs. The results show that the proposed method can have higher accuracy of the prediction.",0,recently artificial neural networks anns have been utilized for financial market applications on the other hand we have so far shown that multibranch neural networks mbnns could have higher representation and generalization ability than conventional nns in this paper we investigate the accuracy of prediction of topix tokyo stock exchange prices indexes using mbnns using the topix related values in time series and other information mbnns can learn the characteristics of time series and predict the topix values of the next day several simulations were carried out in order to compare the proposed predictor using mbnns with that using conventional nns the results show that the proposed method can have higher accuracy of the prediction
10.1109/nics.2016.7725636,"News articles serve the purpose of spreading company's information to the investors either consciously or unconsciously in their trading strategies on the stock market. Because of the immense growth of the internet in the last decade, the amount of financial articles have experienced a significant growth. It is important to analyze the information as fast as possible so they can support the investors in making the smart trading decisions before the market has had time to adjust itself to the effect of the information. This paper proposes an approach of using time series analysis and improved text mining techniques to predict daily stock market directions. Experiment results show that our system achieved high accuracy (up to 73%) in predicting the stock trends.",0,news articles serve the purpose of spreading companys information to the investors either consciously or unconsciously in their trading strategies on the stock market because of the immense growth of the internet in the last decade the amount of financial articles have experienced a significant growth it is important to analyze the information as fast as possible so they can support the investors in making the smart trading decisions before the market has had time to adjust itself to the effect of the information this paper proposes an approach of using time series analysis and improved text mining techniques to predict daily stock market directions experiment results show that our system achieved high accuracy up to in predicting the stock trends
